hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,day,month,year,carb_monox
12,26,26,2,10,104,28.3,999,0,S,1.6,31,Jul,2016,400
15,71,82,9,32,157,28.6,1004.2,0,WNW,1.2,28,Aug,2015,700
20,29,41,6,54,49,11.9,1013.3,0,ENE,1.1,9,May,2016,700
15,131,131,39,86,12,3.8,1022.3,0,E,1.5,7,Dec,2016,2200
21,11,31,7,15,61,1.3,1021.3,0,N,2.9,31,Jan,2018,500
12,50,52,2,19,65,19.4,1010,0,NW,5.3,11,Oct,2016,200
1,32,79,9,30,57,8.7,1011,0,ESE,2.2,18,Mar,2016,500
21,523,590,7,158,5,-2.3,1015.4,0,ESE,1,1,Jan,2018,7400
11,242,243,32,94,2,2.7,1015.8,0,S,0.4,18,Dec,2017,4200
20,20,57,2,42,72,20.8,993.7,0,N,1.6,8,Jun,2015,500
21,430,486,26,171,2,-4,1019,0,WNW,1,15,Jan,2016,6600
23,37,58,2,29,80,26.1,994.1,0,N,0.8,19,Jun,2017,500
20,110,177,8,27,220,31.4,997.3,0,SSW,2.7,13,Aug,2016,2000
1,51,77,27,63,1,-2.1,1011.7,0,NE,0.5,26,Nov,2014,2000
20,118,58,10,22,109,26.2,995.5,0,ESE,1.3,18,Jul,2014,1200
14,174,174,5,78,95,21,1014,0,SW,1.5,13,Oct,2017,1400
20,189,189,14,122,9,-0.8,1015.6,0,NE,0.7,2,Jan,2018,3600
4,8,33,12,20,32,-3.3,1018.6,0,WNW,7.1,28,Nov,2014,300
8,426,427,67,146,2,3.9,1017.7,0,NNE,1.2,26,Feb,2015,5400
16,205,205,37,121,13,7.8,1014.6,0,ESE,1.1,19,Dec,2017,3200
13,68,68,7,14,200,35,1001.9,0,SW,2.4,11,Aug,2017,900
22,7,17,2,19,63,19.2,1000.1,0,NNW,1.3,13,Jun,2016,400
9,50,77,10,71,55,23.9,1010.7,0,NW,1.1,22,May,2017,700
9,8,23,2,34,50,23.9,996.4,0,NE,2.7,13,Jun,2016,400
1,39,62,3,51,62,25.1,993.2,0,NNE,0.9,4,Aug,2014,700
15,11,46,2,18,108,27,1003.8,0,NW,3.4,7,Jun,2016,300
18,102,102,4,27,181,30.2,994.8,0,SW,2.1,29,Jul,2015,600
11,22,30,2,16,80,27.5,1004.9,0,SSW,1.3,8,Aug,2016,300
20,,,,,,24.2,999.2,0,ESE,2.5,20,Jun,2015,1222.923
3,27,37,2,20,105,20.1,996.8,0,NE,0.9,24,Jun,2015,400
17,24,67,5.4264,30.3844,112.0266,27.5,999.2,0,WSW,1,20,Jun,2014,1222.923
15,50,200,6,41,139,24.1,1004.9,0,SSW,3.4,7,May,2016,600
0,79,131,55,75,1,-0.9,1018.8,0,NNE,0.8,4,Jan,2015,1600
15,6,6,2,13,75,33.3,994.5,0,NNW,3.4,24,Jun,2017,400
0,68,142,25,74,24,12.3,1017.8,0,WSW,1.7,3,Apr,2015,700
22,42,85,14,63,51,6,1016.3,0,SE,1.6,11,Mar,2016,800
15,43,73,2,27,69,25.4,994.8,0.4,NNW,1,17,Aug,2017,900
2,71,137,3,115,2,7,1009.3,0,SW,0,14,Apr,2016,800
4,237,249,18,87,,18.6,1004.3,0,ESE,0.9,1,May,2016,1900
8,34,34,2,30,59,27.4,994.6,0,NE,1.5,23,Jun,2017,1000
23,61,112,2,12,151,20.8,1001.1,1.2,NNW,1.8,31,May,2015,800
9,59,77,14,70,9,-0.9,1026.6,0,ENE,1.3,6,Dec,2016,2100
2,90,108,50,64,1,-2.4,1015.2,0,WSW,0,6,Dec,2014,1800
18,156,201,10,92,64,15.5,1008.8,0,ESE,0.6,19,Oct,2015,1100
0,355,411,63,118,44,6.5,1015.6,0,NE,1.1,16,Mar,2014,3299
14,9,26,13,13,68,3.1,1025.4,0,WNW,2.9,12,Jan,2015,200
14,154,162,20,41,5,19.5,998.6,0,ESE,1.1,8,Jun,2014,2799
5,21,62,8,54,1,8.7,1012.9,0,ENE,0.6,26,Sep,2014,300
5,43,47,11,75,2,1.1,1016.1,0,E,1.1,19,Feb,2017,1300
16,36,51,2,11,95,19.9,1011,0,NNW,1.1,2,May,2015,300
18,24,58,6,25,203,29.9,993.6,0,SSE,3,20,May,2015,400
13,59,59,5,47,2,1.4,1017.9,0,SW,0.6,20,Nov,2016,2600
1,35,163,14,71,23,9.2,1017.1,0,SW,2.3,5,Apr,2015,600
6,192,192,4,87,2,7.5,1010.9,0,N,1.7,19,Nov,2017,3000
2,24,24,3,31,48,18.7,1002.1,0,SSE,0,14,Jun,2015,400
8,3,19,3,19,60,0.5,1021.3,0,NW,5.8,15,Dec,2016,400
3,43,43,2,30,110,21.2,994.9,0,W,0.7,2,Jul,2015,700
13,63,76,8,21,229,31.4,1001.8,0,SE,1.9,18,Aug,2015,800
4,11,9,31,19,46,-10.3,1030.9,0,NE,1.9,10,Feb,2015,600
14,30,30,2,14,82,18.7,994.7,2.4,NE,1.6,13,Jun,2017,400
20,10,10,2,25,38,21.8,991.8,22.7,W,1.3,20,Jul,2017,600
23,98,169,26,59,82,20,1006.8,0,S,0.5,16,May,2015,1300
18,106,176,27,64,83,18.8,1001.4,0,SSW,1.9,28,Mar,2015,1200
2,61,64,30,26,8,-3,1016.9,0,N,0.9,18,Feb,2018,1000
9,29,29,5,74,35,29.8,995.5,0,W,1.7,26,May,2015,600
20,48,101,2,58,6,5.4,1017.7,0,NNE,0.9,29,Oct,2017,200
8,17,33,10,48,10,13.5,1018.5,0,NNE,0.8,20,Oct,2014,500
9,25,25,2,47,23,22.2,1003.7,0,E,0.9,8,Sep,2017,500
23,69,76,10,43,118,26.7,1002.8,0,SW,2.1,22,May,2015,400
5,39,107,6,105,2,16.6,1007.9,0,E,0,27,Aug,2015,700
2,135,135,37,79,6,-4.6,1022.2,0,NNW,1.6,14,Jan,2016,1800
3,47,123,8,101,1,19.4,1003.2,0,NE,0.7,25,Aug,2014,700
2,94,94,20,29,6,9.5,996.7,0,SE,0.4,13,Apr,2017,500
21,101,112,35,48,,13.9,1009.7,0,SSW,2.8,21,Apr,2014,1222.923
6,,,,,,21,997.8,0,E,0.9,7,Sep,2017,1222.923
3,25,31,2,7,95,25.2,992.6,0,N,1,30,Jul,2016,300
11,20,32,21,21,36,4,1021,0,NNE,4.4,26,Jan,2016,800
15,40,40,2,42,56,-1.8,1024.9,0.4,SE,1.8,21,Feb,2018,700
5,86,115,22,89,48,21.2,1002.2,0,ESE,1.4,22,Jun,2016,1100
9,45,124,7,64,46,17,1007.8,0,SW,1.6,7,May,2016,900
6,104,145,94,89,84,-0.2,1013.4,0,NE,1.3,5,Mar,2014,2200
22,223,292,50,160,2,10.3,1005.6,0,NE,1.2,24,Mar,2015,1900
6,,63,11,58,6,19.1,1004.6,0,E,0.9,3,Jul,2016,1900
12,65,96,19,31,186,28.9,996.9,0,WSW,4.1,31,May,2016,800
15,13,38,3,13,124,34.3,997.9,0,SSW,3,18,Aug,2014,400
23,305,337,8,90,8,-3.4,1017.1,0,NNE,1.3,3,Jan,2017,5900
0,36,82,3,57,2,4,1023.4,0,NW,0.9,31,Oct,2016,1100
20,141,188,2,39,149,23.6,1002.1,0,NE,0.7,7,Sep,2015,1300
19,43,98,3,24,182,31.5,992,0,SSE,4.2,9,Jun,2017,600
1,266,272,41,27,127,18.2,1006.2,0,N,0.9,6,May,2014,1899
19,54,54,9,35,185,31.4,998.6,0,SW,1.5,30,Jun,2015,500
9,34,57,2,48,43,23.7,1004.2,0,NNE,1.6,31,Jul,2016,500
11,24,198,2,12,91,16.2,1008.3,0,N,8.3,4,May,2015,200
15,24,60,2,21,210,34.1,994.5,0,SSW,3.2,2,Jul,2017,700
23,50,192,11,113,2,5.7,1012.1,0,SW,1.7,11,Apr,2014,1200
5,191,199,97,94,10,1.3,1012.4,0,E,1.5,11,Feb,2017,5900
19,21,43,13,40,36,-0.9,1025.6,0,NE,1.3,26,Dec,2014,300
7,49,61,13,35,31,17.8,992.8,0,SSW,1.5,19,May,2014,500
3,11,10,9,22,31,-0.9,1012.8,0,NW,3.5,11,Dec,2014,400
0,9,9,2,26,11,15.2,1013.5,0,NNW,1.6,19,Sep,2017,400
3,21,21,2,10,79,5.1,1024.4,0,NE,1.9,6,Apr,2016,200
10,128,128,2,43,58,30.3,992.5,0,SW,0.7,23,Jul,2017,1300
9,57,84,2,54,3,17.7,1002.9,0,S,1.7,2,May,2016,800
15,7,36,2,29,73,17.9,1009.7,0,WNW,5.5,2,Apr,2017,300
0,161,161,,,,14.9,1015.1,0,E,2.1,21,Oct,2015,1222.923
11,7,12,2,8,66,14,1014.1,0,NNW,5.4,10,Oct,2016,200
21,392,442,61,167,107,10.9,996.2,0,NE,1.9,17,Mar,2014,2899
11,23,24,2,31,61,22.3,1006.3,0,NNW,1.2,23,Sep,2016,700
9,149,149,7,49,84,24.7,998.8,0,E,1.6,9,Jun,2017,1300
3,217,219,43,98,94,6.8,1008.8,0,WSW,1.4,17,Mar,2014,2500
8,45,118,10,76,2,18.6,996.6,0,E,1.3,15,May,2015,600
10,66,66,8,55,3,7.8,1012,0,ENE,1.7,16,Nov,2016,2000
2,87.8,131.9,20.3,46.1,43.5,18.8,1000.4,0,NNE,0.6,21,May,2015,1000
8,12,34,8,58,12,-5.5,1033.1,0,E,1,29,Dec,2017,500
13,43,43,2,29,42,21.1,998.6,0,E,1.9,24,May,2015,1000
12,127,172,26,86,182,30.9,1001.8,0,SW,3.3,25,May,2016,1500
22,100,132,2,33,111,30.1,1001,0,ESE,2.2,4,Aug,2017,1900
13,24,30,12,25,58,8.6,1022.4,0,ENE,1,7,Mar,2015,700
8,125,125,8,20,70,25.7,999.4,0,ENE,1.2,28,Jun,2016,900
8,53,120,3,52,2,7.2,1019.9,0,WNW,1.2,28,Oct,2015,1200
1,128,88,52,60,3,-7.7,1021.2,0,N,1.1,19,Dec,2014,2900
23,135,296,20,28,117,18.9,1011.3,0,ESE,1.9,9,Apr,2015,800
23,72,85,12,73,2,-1.2,1024.5,0,WSW,0.7,28,Nov,2017,1800
8,133,276,18,116,2,11.6,1013.7,0,WSW,0.6,22,Mar,2017,1900
22,112,124,22,89,154,24.5,1002.7,0,SSW,1.6,14,Jun,2014,1300
11,12,14,12,15,67,6.2,1025.2,0,N,2.3,6,Mar,2015,400
13,8,13,2,14,106,30.6,1001.1,0,NNW,2.7,22,Aug,2016,500
10,31,37,2,52,27,24.9,998.8,0,W,1.2,6,Aug,2016,900
11,76,106,4,16,141,27.2,994.6,0,ESE,1.5,24,Jun,2014,1200
10,6,26,3,9,94,25,1005.6,0,ENE,4.7,29,May,2017,200
17,13,29,3,19,58,2.5,1028,0,NW,3.6,23,Nov,2017,400
16,254,276,19,85,240,24.3,1011.7,0,S,1.6,5,Oct,2016,2100
23,378,392,2,176,11,-2.7,1023.3,0,WSW,0.7,29,Nov,2016,9300
16,78,50,14,25,66,25.3,989.4,0,SSE,0.4,28,Aug,2014,2100
1,10,15,2,24,5,7.44,1018,0,NW,1.4,28,Oct,2017,700
10,10,16,6,13,78,29.4,997.8,0,ESE,1.5,21,Aug,2016,300
21,67,185,28,47,171,27.3,998,0,SW,4.8,30,May,2014,1100
16,72,76,9,17,116,22.6,996.4,0,SSE,2.2,28,Mar,2015,600
8,138,138,10,95,48,27.2,999.8,0,NNE,0.9,15,Jun,2015,1000
19,55,55,2,35,148,22.5,1008.2,6.9,E,3.9,7,Aug,2016,1100
17,,,,,,-1.1,1018,0,N,5.1,16,Dec,2015,1222.923
17,28,28,2,7,81,33.1,991.8,0,NNW,4.2,2,Jul,2016,200
0,64,58,34,57,9,-3.9,1023.9,0,N,1.5,16,Dec,2014,1600
13,117,117,7,48,238,31.9,996.2,0,SSW,2.1,25,Jul,2016,1000
8,131,233,14,104,31,24.5,1003.1,0,ENE,1.5,25,May,2016,1400
2,25,32,13,22,65,18.3,1002.3,0,ESE,1.1,9,May,2014,600
8,55,82,2,35,55,26,994.3,0,NW,0.8,21,Jun,2017,700
5,118,144,2,35,53,19.1,994.7,0,E,1.2,11,May,2017,700
6,14,20,4,32,54,21.2,999.1,0,NW,1,15,Aug,2015,300
8,15,39,4,52,6,11.3,1022.4,0,NE,1.1,24,Oct,2014,400
22,18,32,2,58,61,22.6,1006.9,0,ENE,1.3,24,Aug,2016,700
12,175,213,31,98,18,12.8,1014.2,0,E,2.1,3,Nov,2016,1800
5,46,46,2,31,25,11.1,1016.3,0,NW,1.3,21,Oct,2017,700
10,33,67,2,32,100,29.6,995.9,0,ESE,2.4,14,Jul,2016,400
5,18,18,7,20,51,-4.3,1032.5,0,NE,1,23,Nov,2016,600
12,198,218,25,91,127,20.6,1014.1,0,ENE,1.4,16,Oct,2016,2200
17,10,35,3,28,75,23.2,997.6,0,SSW,1,14,May,2015,300
21,51,76,35,65,9,-4.8,1018,0,NNW,1.3,2,Dec,2015,1000
3,70,112,11,66,8.9964,1,1014.4,0,ESE,2.2,25,Mar,2014,1222.923
7,21,50,2,22,17,9.475,1018,0,E,2,27,Oct,2017,100
12,38,71,7,23,164,27.7,1013.6,0,S,1.2,22,May,2017,600
2,39,56,2,58,3,4.7,1012.4,0,NNW,1.3,2,Nov,2016,1200
19,75,84,15,81,3,-0.7,1022.8,0,N,1.2,13,Dec,2017,2000
1,44,44,2,31,116,23.8,1000.7,0.6,E,1.1,28,Jul,2016,600
17,36,69,15,55,23,3,1021,0,WSW,3.1,6,Jan,2016,800
2,88,88,2,,47,26.4,997.9,0,E,0.8,29,Jul,2017,900
4,18,18,4,,25,24.1,991.5,0,NNE,1.5,28,Jul,2014,500
18,13,13,5,45,40,27.2,997.2,0,W,3.8,13,Aug,2017,1000
14,16,20,2,13,143,33.5,1000.1,0,ESE,3.3,19,Aug,2014,400
16,47,71,73,49,35,9.4,1027,0,WNW,3.4,23,Dec,2015,1000
15,7,7,3,24,69,31.1,998.1,0,W,2,6,Sep,2017,400
5,21,21,2,43,65,23,999,0,N,1.8,12,Jun,2015,400
19,56,89,15,68,71,5.2,1022.5,0,SW,1.6,11,Feb,2018,100
11,17,43,1,3,127,32.6,997.1,0,SSE,1.9,26,Aug,2014,300
17,28,93,7,34,100,21.7,1003.2,0,SSE,3.3,30,Mar,2017,1222.923
8,18,42,22,35,47,5.4,1019,0,WNW,4.1,30,Nov,2015,500
0,264,334,93,123,1,-0.4,1023,0,ENE,0.8,22,Feb,2015,4100
23,27,80,13,27,115,25.3,1000.4,0,SE,2.8,3,Jul,2016,1200
10,22,54,4,59,11,11.7,1012.6,0,NE,1.1,27,Oct,2016,900
19,99,152,12,42,271,31.7,991.3,0,ESE,2.5,30,May,2017,1000
21,58,58,2,26,218,29.8,1006.5,0,SE,2.4,21,Aug,2017,1100
16,8,24,2,28,43,4.3,1013.1,0,WNW,5.6,22,Dec,2017,500
10,191,191,28,102,3,1.8,1022.2,0,N,0.4,19,Dec,2017,4500
23,7,7,2,16,58,15.9,1014.8,0,WNW,4.1,7,Oct,2017,200
15,5,23,2,11,71,5.3,1026.5,0,NW,5.3,5,Dec,2017,200
18,19,29,4,10,150,32.2,994.7,0,ESE,3.9,12,Jun,2015,300
16,209,209,16,120,20,13.2,1013.2,0,SW,0.9,4,Nov,2016,1400
13,34,34,2,28,30,18.1,1011.4,0.5,NE,1.1,23,Sep,2015,500
8,258,258,5,85,2,11.7,1006.9,0,N,0,25,Oct,2015,2100
18,69,69,2,29,72,21,998.6,0,ESE,2.8,24,May,2015,1100
17,9,26,1,9,129,32.9,998.3,0,S,1.8,24,Aug,2014,400
1,22,50,15,50,1,-5,1019.8,0,WSW,1.4,13,Dec,2014,1100
4,29,29,7,59,,-5.1,1034.6,0.1,SE,1.4,27,Dec,2016,1000
1,7,11,3,8,81,6.6,1011.2,0,ENE,1.8,28,Mar,2014,400
13,22,22,2,17,141,28.2,1003.4,0,E,1.9,31,Jul,2016,400
9,86,115,83,74,7,-3.1,1023.8,0,E,1.1,13,Jan,2015,3900
18,13,24,93,31,40,-0.7,1023.5,0,NNW,2.2,20,Jan,2015,300
6,14,14,10,36,29,-9,1027,0,E,0.4,17,Jan,2016,700
4,48,48,2,18,47,25.3,998.8,2.3,NE,0.9,25,Jul,2017,800
1,200,252,16,92,2,-0.2,1018,0,ESE,0.1,29,Nov,2015,2500
15,38,51,10,12,245,32.1,1002.5,0,SW,3.1,2,Jun,2017,600
9,17,48,4,26,67,25.5,993.5,0,ESE,0.4,20,May,2014,300
0,190,197,20,87,10.9242,7.5,1009.3,0,NNW,1,28,Oct,2014,1700
20,304,309,28,80,132.5898,17.2,1001.8,0,NNW,0.8,27,Sep,2014,1222.923
20,79,135,13,26,106,18.6,1005.5,0,SW,4.4,4,Apr,2017,600
1,97,115,17,61,2,-0.3,1012.2,0,ESE,1.4,7,Dec,2017,3100
8,75,106,14,59,3,10.7,1014.7,0,ESE,2,19,Apr,2017,2200
12,24,28,2,10,129,32.5,1001.2,0,SSE,3.6,2,Aug,2017,600
14,116,116,5,15,294,34.2,996.8,0,SE,2.1,21,Jun,2017,1000
7,31,31,2,22,94,20,1000,0,NE,1.5,13,Jun,2017,500
12,46,59,44,45,18,14.4,1012.2,0,NNW,1.1,4,Dec,2014,1000
2,75,113,2,38,84,24.3,1002.6,0,NNE,1.2,7,Jul,2017,1500
9,43,48,7,55,5,4.4,1032,0,ENE,1.2,9,Nov,2015,800
7,76,94,35,95,15,-1.4,1021.6,0,ENE,1.8,11,Mar,2016,2100
3,136,212,3,109,19,22.4,1002.5,0,SSE,0,7,Sep,2015,800
19,62,79,22,29,223,31.7,994.3,0,S,1.8,6,Jul,2014,1100
13,60,72,10,69,84,28.8,1009,0,SW,2.2,21,Sep,2014,500
18,14,23,2,10,88,31.5,994.3,0,NE,1,21,Aug,2016,300
19,16,39,2,73,5,13.5,1018.6,0,SE,0.2,28,Sep,2017,700
11,11,32,11,15,66,13.6,1014.5,0,SSE,3.3,14,Mar,2015,400
7,205,205,12,80,6,-2.8,1018.9,0,E,0.9,3,Jan,2017,3600
11,69,69,3,33,115,32.4,999.2,0,SW,1.6,20,Jul,2015,400
4,130,130,57,83,8,-1.8,1023.9,0,WNW,0.8,30,Dec,2016,2800
4,56,57,38,38,26,-7,1015.7,0,NW,1.8,22,Jan,2015,1400
1,32,114,4,97,,17.3,1000.3,0,N,0,4,Sep,2015,500
5,12,22,16,29,77,5.3,1015.9,0,E,1.4,28,Feb,2018,400
4,15,15,2,34,12,19.8,997.3,0,N,1.1,16,Aug,2017,400
20,9,23,3,7,93,-1.4,1028.2,0,N,3.7,8,Feb,2018,200
11,257,271,82,73,44,-1.3,1018.6,0,NE,1.3,28,Jan,2018,2200
23,151,189,38,124,1,5.8,1013.7,0,E,0.6,26,Oct,2014,2100
21,94,118,80,76,4,-3.8,1015.8,0,S,0.5,26,Jan,2015,1300
6,58,73,41,59,10,-3.4,1015.2,0,NNW,1.6,4,Jan,2015,6300
22,37,56,3,60,16,6.7,1018.7,0,NNW,0.4,15,Oct,2014,500
5,255,255,9,86,4,0.6,1013,0,NE,0.9,20,Nov,2015,2500
11,9,25,12,46,40,0.7,1023.1,0,NW,6.2,6,Jan,2017,800
10,50,81,30,67,3,0.1,1021.8,0,SSW,1.7,24,Nov,2017,1700
11,241,252,107,115,7,3,1009,0,W,1,4,Jan,2016,4800
1,22,29,17,35,29,-5,1025.3,0,NW,1.5,27,Dec,2014,400
10,190,282,34,115,5,-1,1015.9,0,WNW,0.5,1,Jan,2017,5600
20,160,140,17,74,12,2.9,1014.1,0,N,0.7,12,Mar,2014,1800
15,88,118,49,62,29,5,1013,0,SW,0.9,20,Jan,2016,1500
8,29,54,13,43,33,23.7,986.1,0,SSW,1.8,11,May,2014,1222.923
14,6,6,2,4,63,3,1023,0,NE,2.4,26,Jan,2016,700
18,201,231,24,134,2,1.9,1018.3,0,W,1.2,16,Dec,2017,2700
12,177,179,37,84,12,5,1015.4,0,SSW,1.4,19,Dec,2017,2900
19,96,96,4,20,187,33.2,1001.3,0,SSW,1.4,11,Aug,2017,1000
7,7,20,2,22,53,25.3,998.6,0,N,2.4,24,Jun,2017,300
10,3,6,16,12,81,6.3,1022,0,NW,3.1,13,Mar,2014,300
12,8,8,5,11,73,11,1023,0,NNW,4.1,29,Oct,2016,500
4,240,258,29,72,3,4.4,1004.6,0,NNW,0.8,1,Apr,2014,2299
5,60,60,39,75,2,-4.7,1025,0,NNE,1.5,6,Dec,2015,1700
1,15,22,3,39,11,6.1,1015.5,0,N,1,9,Oct,2017,700
23,,75,4,26,134,21.4,999.1,0,ENE,1.2,22,May,2016,800
15,7,16,3,48,17,2.875,1019,0,SW,2,17,Jan,2018,1200
11,120,96,14,21,100,30.6,995.7,0,ESE,1.8,13,Aug,2014,1000
4,14,23,6,56,2,1.4,1015.8,0,N,0.9,13,Mar,2015,500
1,,176,24,34,59,10,1011.9,0,SW,1.3,10,Apr,2017,800
6,75,157,11,87,2,11.7,1011.9,0,NE,1.1,21,Apr,2015,700
9,39,41,16,66,2,3.7,1018,0,ENE,1.1,18,Nov,2015,1300
5,98,98,2,11,34,24.8,993.1,0,E,1,3,Aug,2016,800
1,43,80,3,25,79,25.6,1000.9,0,ESE,2.3,5,Jul,2017,700
0,301,301,35,67,59,11.3,1011.3,0,S,1.7,17,Mar,2017,2000
23,25,86,4,82,3,16.3,1006.5,0,SW,0.6,30,Aug,2014,500
18,55,55,2,22,197,32.1,1003.4,0,SSE,2.3,5,Aug,2017,700
6,17,34,9,38,57,27.5,998.2,0,N,2.7,28,Jun,2015,300
23,190,194,45,111,,-1.1,1021,0,SW,0.1,21,Nov,2014,2800
6,39,48,2,14,47,23.9,998.5,0,NW,0.8,1,Aug,2016,700
21,7,32,2,22,51,11,1012.2,0,ENE,1.3,15,Oct,2015,300
11,24,44,12,49,22,5.6,1031.3,0,N,0.9,1,Nov,2017,700
18,39,92,3,53,119,22.1,1010.7,0,SW,1,18,Sep,2015,400
9,24,27,35,26,40,-4,1031,0,NNW,1.6,31,Jan,2016,600
14,22,50,4,22,88,21,1011.7,0,SW,3.4,21,Mar,2015,400
12,44,81,25,38,86,21.5,1000.5,0,SE,2.2,26,Apr,2014,500
9,3,6,4,6,46,23.8,1005.3,0,NNW,3.3,30,Aug,2014,300
12,202,243,67,114,2,-1.2,1026.3,0,NNE,1.1,14,Jan,2016,3500
4,19,19,2,29,43,18.3,999.3,0,W,0.4,14,Jun,2015,500
12,135,135,27,65,141,29.8,998.6,0,S,1.9,1,Jul,2015,1400
16,68,101,12,24,248,30.5,1000.1,0,SSW,2.7,22,Jun,2016,500
23,139,139,4,23,114,21.5,993.5,0,NW,1.8,1,May,2017,1300
3,48,169,16,50,38,14,1004.6,0,WSW,3.5,17,Apr,2016,400
7,33,84,3,41,35,7.2,1005.7,0,N,0.9,4,Apr,2017,600
19,71,71,3,22,162,32.5,996.1,0,WSW,1.2,20,Jul,2015,500
3,140,165,104,87,1,-6.1,1019.5,0,NE,1,22,Jan,2015,3200
0,34,34,3,11,132,22.2,991.5,0.8,NW,1.5,31,Jul,2014,400
0,14,17,2,24,26,21.1,998.6,0,N,1.5,16,Aug,2017,500
17,344,344,66,83,67,13.3,1007.3,0,E,1.3,3,Mar,2017,3400
7,15,19,7,32,44,-2,1020.9,0,E,1.2,27,Feb,2017,500
15,139,209,42,98,67,17.7,996.9,0,E,2,6,Apr,2017,2400
4,51,86,2,62,2,9.3,1011.3,0,NNE,1,7,Oct,2015,700
22,94,178,10.5672,151.3061,27.2034,24.8,993.9,0,ENE,0.4,27,Jun,2014,1222.923
17,84,108,8,55,122,26.9,995,0,ESE,2.5,25,Jun,2016,600
1,17,32,13,33,15,3.5,1009.7,0,NNW,2.1,25,Nov,2014,500
11,135,136,2,17,125,30.6,996.7,0,SE,1.9,29,Jul,2017,1300
22,23,57,4,28,58,11.5,1019,0,NNE,1.4,23,Mar,2016,500
9,17,17,14,50,26,-6.5,1035.8,0,NE,1.5,27,Dec,2016,800
9,22,60,13,23,43.0542,10.8,1013.1,0,N,5.1,16,Nov,2014,400
11,166,166,26,39,102,16.1,1016.3,0,SE,3.4,11,Apr,2016,2000
6,,,,,,12,1015.3,0,NE,1.3,27,Apr,2015,1222.923
20,58,58,2,52,207,28.8,999.5,0,SSW,0.7,29,Jun,2015,1200
23,7,54,2,28,74,15.9,1013.1,0,NNE,0.8,3,May,2016,300
12,461,458,137,140,,7.9,1015,0,N,2,26,Feb,2015,5400
22,14,38,2,66,4,7.8,1016,0,NE,0.1,15,Oct,2015,500
0,84,84,48,71,2,-2,1019,0,NW,0.8,29,Jan,2016,2000
8,108,122,,97,7,29.5,996.4,0,NW,0.7,12,Aug,2017,1600
8,238,268,43,126,2,14,1006.6,0,NE,1.8,25,Mar,2015,2000
5,28,28,2,66,2,24,1000,0,NE,1.3,17,Aug,2017,600
15,11,18,4,,120,36.4,988.7,0,W,1.4,5,Jul,2014,400
15,80,15,1.7136,4.7219,158.2938,31.8,992,0,E,1.7,23,Jun,2014,1222.923
5,113,105,62,67,1,-0.4,1021.1,0,SW,2.8,6,Jan,2015,2200
16,90,110,6,33,201,30.2,1004.1,0,SW,2.2,18,Aug,2015,800
21,16,26,9,67,7,13.7,1024,0,NNW,2,1,Nov,2015,400
15,607,628,25,190,13,0.4,1012.9,0,SE,1.1,1,Dec,2016,1222.923
22,71,71,7,15,110,20.6,1006.7,0,SSW,3.6,8,May,2017,400
13,30,115,10,22,97,35.4,992.7,0,NNW,2.1,17,Aug,2014,400
23,27,101,8,72,23,10.9,997.2,0,ENE,0.9,14,May,2015,400
18,9,23,12,21,95,9.9,1018.9,0,WNW,3.3,24,Feb,2018,400
9,12,16,5,35,51,9.2,1025.3,0,N,3.2,24,Mar,2017,500
20,162,186,51,102,2,2.2,1018.7,0,NE,0.9,28,Feb,2015,2000
9,27,81,40,17,40,0,1012,0,NNE,2.7,23,Feb,2016,700
18,174,317,50,,143,21.4,993.8,0,SSE,3.8,31,Mar,2017,1500
22,69,69,19,67,157,25,1000,0,WSW,0.9,29,Jun,2015,1400
18,19,94,2,25,53,5.6,1017.6,0,NW,4.4,10,Mar,2017,400
11,64,64,2,47,2,15.9,1022.5,0,ESE,2.1,6,Oct,2017,1800
12,30,30,16,16,74,4,1013,0,ESE,0.9,12,Feb,2016,500
23,19,36,6,26,54,1.8,1016.9,0,NW,2.1,16,Feb,2017,800
13,27,35,2,33,41,6.7,1015.2,0,WNW,0.7,27,Nov,2015,500
14,20,20,8,58,38,6.1,1011.8,0,SSW,6.5,14,Dec,2016,700
13,27,26,16,30,32.5584,5.2,1026,0,WSW,1,15,Dec,2014,1222.923
14,95,115,72,41,197,30,1002.9,0,SSW,2.4,25,May,2014,1700
2,432,472,19,118,2,-5,1017,0,WSW,0.6,16,Jan,2016,7300
13,204,211,48,78,3,1,1023.7,0,ENE,2.1,20,Feb,2015,2300
16,206,206,12,58,161,25.2,1002.9,0,SSE,2.1,24,Sep,2016,2000
5,7,13,11,15,36,-0.6,1016,0,NNW,1.9,11,Dec,2014,400
4,3,17,2,11,48,-3.4,1019.8,0,NNW,3.4,27,Nov,2014,300
13,,147,14,61,72,25.6,1004.1,0,SE,1.7,23,Apr,2016,700
18,140,140,3,42,197,27.6,997.3,1.7,ENE,1.4,16,Jul,2015,800
8,9,19,5,33,51,-7,1024.3,0,WNW,6.4,14,Feb,2017,700
11,36,68,3,43,101,31.4,993.3,0,S,1.9,27,Jul,2017,900
2,143,191,38,68,2,-1.5,1011.6,0,ESE,2.2,16,Jan,2017,2000
16,80,117,19,28,269,30.1,1001.5,0,SSW,3,23,May,2016,800
4,46,77,2,65,,21.7,1002.4,0,N,0.9,26,Jun,2017,500
4,379,379,2,83,2,13,1012.8,0,NNW,0.9,10,Oct,2015,1900
